K1,Construction,Warp,Weft,EPI-PPI
A250A060,2/50COM*20OE-112*64-168-3/1 BKT,2/50COM,20OE-112*64-168-3/1 BKT,112*64
A250A060,2/50COM*20C-110*64*173-3/1 BKT,2/50COM,20C-110*64*173-3/1 BKT,110*64
A250A062,2/50COM*30C-124*80-179.5-DOBBY,2/50COM,30C-124*80-179.5-DOBBY,124*80
A250A072,2/50COM*30COM-132*82-162.5-DOBBY,2/50COM,30COM-132*82-162.5-DOBBY,132*82
A250A074,2/50COM*2/50COM-148*80-161.8-3/1 S TWILL,2/50COM,2/50COM-148*80-161.8-3/1 S TWILL,148*80
A250A076,2/50CM*30SPX-114*84-175.8-DOBBY,2/50CM,30SPX-114*84-175.8-DOBBY,114*84
A250A077,2/50COM*20COM-132*84-162.6-DOBBY,2/50COM,20COM-132*84-162.6-DOBBY,132*84
A250A077,2/50COM*20COM-132*84-162.66-DOBBY,2/50COM,20COM-132*84-162.66-DOBBY,132*84
A250A078,2/50COM*24C-132*76-162.6-DOBBY,2/50COM,24C-132*76-162.6-DOBBY,132*76
A250A078,2/50COM*24C-131*76-164-DOBBY,2/50COM,24C-131*76-164-DOBBY,131*76
A250A083,2/50COM*30COM-124*82-162.2-CVT (DOBBY),2/50COM,30COM-124*82-162.2-CVT (DOBBY),124*82
A250A084,2/50COM*30COM-124*82-162.2-DOBBY,2/50COM,30COM-124*82-162.2-DOBBY,124*82
A250A085,2/50COT.CLIMA*2/50COT.CLIMA-156*88-160.6-DOBBY,2/50COT.CLIMA,2/50COT.CLIMA-156*88-160.6-DOBBY,156*88
A250A086,2/50COM*10K.SPX-110*54-175.3-2/1 Z TWILL,2/50COM,10K.SPX-110*54-175.3-2/1 Z TWILL,110*54
A250A087,2/50COM*30SPX-134*84-160.1-DOBBY,2/50COM,30SPX-134*84-160.1-DOBBY,134*84
A250A087,2/50COM*30SPX(40D)-134*84-177.34-DOBBY,2/50COM,30SPX(40D)-134*84-177.34-DOBBY,134*84
A250A088,2/50COM*30K.COM-132*82-162.5-DOBBY,2/50COM,30K.COM-132*82-162.5-DOBBY,132*82
A250A089,50/2R*16K.SPX-76*48-170.7-PLAIN,50/2R,16K.SPX-76*48-170.7-PLAIN,76*48
A250A090,2/50COM*2/50COM-132*70-162.5-DOBBY,2/50COM,2/50COM-132*70-162.5-DOBBY,132*70
A250A091,2/50COM*30LYC-118*68-204-3/1 Z TWILL,2/50COM,30LYC-118*68-204-3/1 Z TWILL,118*68
A250A091,2/50COM*30LYC-118*68-193-3/1 Z TWILL,2/50COM,30LYC-118*68-193-3/1 Z TWILL,118*68
A250A092,2/50C.CVC*2/50C.CVC-64*60-154.7-PLAIN,2/50C.CVC,2/50C.CVC-64*60-154.7-PLAIN,64*60
A250A093,2/50COM*24C-136*86-162.7-DOBBY,2/50COM,24C-136*86-162.7-DOBBY,136*86
A250A095,2/50COM*2/50COM-164*68-161-DOBBY,2/50COM,2/50COM-164*68-161-DOBBY,164*68
A250A096,2/50COM*20K.SPX-110*80-206.5-DOBBY,2/50COM,20K.SPX-110*80-206.5-DOBBY,110*80
A250A096,2/50COM*20K.SPX-110*80-206.5-DOBBY,2/50COM,20K.SPX-110*80-206.5-DOBBY,110*80
A250A100,2/50COM*20COT.CLIMA-136*76-160.2-3/1 S TWILL,2/50COM,20COT.CLIMA-136*76-160.2-3/1 S TWILL,136*76
A250A101,2/50COM*150D.PET-132*86-160-2/1 Z TWILL,2/50COM,150D.PET-132*86-160-2/1 Z TWILL,132*86
A250A102,2/50COM*20K.SPX-110*74-206.5-DOBBY,2/50COM,20K.SPX-110*74-206.5-DOBBY,110*74
A250A103,2/50COM*2/50COM-94*60-160.5-RIBSTOP,2/50COM,2/50COM-94*60-160.5-RIBSTOP,94*60
A250A103,2/50COM*2/50COM-93*60-163-RIBSTOP,2/50COM,2/50COM-93*60-163-RIBSTOP,93*60
A250A107,2/50COM*20K.SPX(40D)-110*70-175.3-DOBBY-12.04.007,2/50COM,20K.SPX(40D)-110*70-175.3-DOBBY-12.04.007,110*70
A250A108,2/50COM*20K.SPX(70D)-110*72-175.3-DOBBY-16.16.071,2/50COM,20K.SPX(70D)-110*72-175.3-DOBBY-16.16.071,110*72
A250A110,2/50COM*20K.SPX(70D)-110*70-175.3-DOBBY-16.18.001,2/50COM,20K.SPX(70D)-110*70-175.3-DOBBY-16.18.001,110*70
A250A114,2/50COM*2/50COM-85*60-159.89-RIBSTOP,2/50COM,2/50COM-85*60-159.89-RIBSTOP,85*60
A250A114,2/50COM*2/50COM-85*60-159.89-RIBSTOP,2/50COM,2/50COM-85*60-159.89-RIBSTOP,85*60
A250A114,2/50COM*2/50COM-85*60-159.7-RIBSTOP,2/50COM,2/50COM-85*60-159.7-RIBSTOP,85*60
A250A114,2/50COM*2/50COM-85*60-159.7-RIBSTOP,2/50COM,2/50COM-85*60-159.7-RIBSTOP,85*60
A250A114,2/50COM*2/50COM-85*60-157.3-RIBSTOP,2/50COM,2/50COM-85*60-157.3-RIBSTOP,85*60
A250A115,2/50COM*40LEA.LINEN-116*60-159.4-2/1 Z TWILL,2/50COM,40LEA.LINEN-116*60-159.4-2/1 Z TWILL,116*60
A250A116,2/50COM*16K.SPX(40D)-110*56-175.3-3/1 Z TWILL,2/50COM,16K.SPX(40D)-110*56-175.3-3/1 Z TWILL,110*56
A250A117,50/2R.TEN*50/2R.TEN-88*68-157.5-2/1 Z TWILL,50/2R.TEN,50/2R.TEN-88*68-157.5-2/1 Z TWILL,88*68
A250A118,2/50COM*25LEA.LINEN-92*44-157.9-OXFORD,2/50COM,25LEA.LINEN-92*44-157.9-OXFORD,92*44
A250A119,2/50COM*30SPX(40D)-118*84-175.9-DOBBY-08.08.153,2/50COM,30SPX(40D)-118*84-175.9-DOBBY-08.08.153,118*84
A250A120,2/50COM*30SPX(40D)-118*84-175.9-DOBBY-08.08.152,2/50COM,30SPX(40D)-118*84-175.9-DOBBY-08.08.152,118*84
A250A121,2/50COM*30SPX(40D)-118*84-175.9-DOBBY-08.08.150,2/50COM,30SPX(40D)-118*84-175.9-DOBBY-08.08.150,118*84
A250A122,2/50COM*30SPX(20D)-122*84-176.3-DOBBY-16.04.035,2/50COM,30SPX(20D)-122*84-176.3-DOBBY-16.04.035,122*84
A250A124,2/50COM*16K.SPX(70D)-118*78-176-DOBBY-06.08.009,2/50COM,16K.SPX(70D)-118*78-176-DOBBY-06.08.009,118*78
A250A124,2/50COM*16K.SPX(70D)-118*78-176.25-DOBBY-06.08.009,2/50COM,16K.SPX(70D)-118*78-176.25-DOBBY-06.08.009,118*78
A250A124,2/50COM*16K.SPX(70D)-118*78-176.25-DOBBY-06.08.009,2/50COM,16K.SPX(70D)-118*78-176.25-DOBBY-06.08.009,118*78
A250A125,2/50COM*16DC.PET-106*66-174.9-2/2 Z TWILL,2/50COM,16DC.PET-106*66-174.9-2/2 Z TWILL,106*66
A250A126,2/50COM*20K.SPX(70D)-110*76-175.3-3/2 Z TWILL,2/50COM,20K.SPX(70D)-110*76-175.3-3/2 Z TWILL,110*76
A250A127,2/50COM*16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,2/50COM,16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,94*64
A250A127,2/50COM*16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,2/50COM,16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,94*64
A250A127,2/50COM*16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,2/50COM,16DC.PET.SPX(70D)-94*64-173.58-CVT-06.06.046,94*64
A250A127,2/50COM*16DC.PET-94*64-173.9-CVT,2/50COM,16DC.PET-94*64-173.9-CVT,94*64
A250A127,2/50COM*16DC.PET(70D)-94*64-194.6-DOBBY (CVT)-06.06.046,2/50COM,16DC.PET(70D)-94*64-194.6-DOBBY (CVT)-06.06.046,94*64
A250A127,2/50COM*16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,2/50COM,16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,94*64
A250A127,2/50COM*16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,2/50COM,16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,94*64
A250A127,2/50COM*16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,2/50COM,16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,94*64
A250A127,2/50COM*16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,2/50COM,16DC.PET(70D)-94*64-173.6-DOBBY (CVT)-06.06.046,94*64
A250A129,2/50COM*16K.SPX(40D)-102*74-208-DOBBY-06.08.009,2/50COM,16K.SPX(40D)-102*74-208-DOBBY-06.08.009,102*74
A250A129,2/50COM*16K.LYC(40D)-102*74-195.7-DOBBY-06.08.009,2/50COM,16K.LYC(40D)-102*74-195.7-DOBBY-06.08.009,102*74
A250A129,2/50COM*16K.LYC(40D)-100*74-199.5-DOBBY-06.08.009,2/50COM,16K.LYC(40D)-100*74-199.5-DOBBY-06.08.009,100*74
A250A130,2/50COM*150D.KTX-132*86-160.09-2/1 Z TWILL,2/50COM,150D.KTX-132*86-160.09-2/1 Z TWILL,132*86
A250A130,2/50COM*150D.KTX-132*86-160.09-2/1 Z TWILL,2/50COM,150D.KTX-132*86-160.09-2/1 Z TWILL,132*86
A250A131,50/2R*2/30C-120*66-159.6-3/1 Z TWILL,50/2R,2/30C-120*66-159.6-3/1 Z TWILL,120*66
A250A133,2/50CVC*2/50CVC-68*64-155.4-PLAIN,2/50CVC,2/50CVC-68*64-155.4-PLAIN,68*64
A250A134,2/50MODAL*10OE-108*50-159-DOBBY-20.20.014,2/50MODAL,10OE-108*50-159-DOBBY-20.20.014,108*50
A250A136,2/50COM*170D.PET.STR-114*80-175.66-2/1 Z TWILL,2/50COM,170D.PET.STR-114*80-175.66-2/1 Z TWILL,114*80
A250A137,2/50COM*40CMX.THL.CT-132*90-160-DOBBY-08.08.075,2/50COM,40CMX.THL.CT-132*90-160-DOBBY-08.08.075,132*90
A250A137,2/50COM*40CMX.THL.COT-134*90-160-DOBBY-08.08.075,2/50COM,40CMX.THL.COT-134*90-160-DOBBY-08.08.075,134*90
A250A138,2/50CM*16DC.FX-126*62-176.6-3/1 Z TWILL,2/50CM,16DC.FX-126*62-176.6-3/1 Z TWILL,126*62
A250A139,2/50COM*8OE-124*56-162.31-DOBBY-12.12.275,2/50COM,8OE-124*56-162.31-DOBBY-12.12.275,124*56
A250A139,2/50COM*8OE-124*56-162.2-DOBBY-12.12.275,2/50COM,8OE-124*56-162.2-DOBBY-12.12.275,124*56
A250A140,2/50COM*2/40COM-124*76-159.8-2/1 Z TWILL,2/50COM,2/40COM-124*76-159.8-2/1 Z TWILL,124*76
A250A141,2/50COM*2/50COM-128*84-159.9-DOBBY-08.08.153,2/50COM,2/50COM-128*84-159.9-DOBBY-08.08.153,128*84
A250A142,250HT*24K.SPX(40D)-93*68-173.4-2/2 Z TWILL,250HT,24K.SPX(40D)-93*68-173.4-2/2 Z TWILL,93*68
A250A143,2/50COM*24K.SPX(40D)-126*80-176.6-4/1 S SATIN,2/50COM,24K.SPX(40D)-126*80-176.6-4/1 S SATIN,126*80
A250A144,2/50COM*150D.KTX-132*84-160-3/1 Z TWILL,2/50COM,150D.KTX-132*84-160-3/1 Z TWILL,132*84
A250A146,2/50C.CM*140D.NYL-140*90-168.3-3/1 Z TWILL,2/50C.CM,140D.NYL-140*90-168.3-3/1 Z TWILL,140*90
A250A147,2/50COM*150D.TRIEXTA-126*84-176.6-3/1 Z TWILL,2/50COM,150D.TRIEXTA-126*84-176.6-3/1 Z TWILL,126*84
A250A151,2/50COM*2/50COM-94*68-158-PLAIN,2/50COM,2/50COM-94*68-158-PLAIN,94*68
A250A157,2/50COM*170D.TRIEXTA.STR-126*80-176.6-2/1 Z TWILL,2/50COM,170D.TRIEXTA.STR-126*80-176.6-2/1 Z TWILL,126*80
A250A161,2/50COM*240D.SPUNSTAR-132*74-160-2/1 Z TWILL,2/50COM,240D.SPUNSTAR-132*74-160-2/1 Z TWILL,132*74
A250A163,2/50COM*20K.SPX(40D)-118*64-176-DOBBY-08.04.0115,2/50COM,20K.SPX(40D)-118*64-176-DOBBY-08.04.0115,118*64
A250A163,2/50COM*20K.SPX(40D)-118*64-176.25-DOBBY-08.04.0115,2/50COM,20K.SPX(40D)-118*64-176.25-DOBBY-08.04.0115,118*64
A250A163,2/50COM*20K.SPX(40D)-118*64-176.25-DOBBY-08.04.0115,2/50COM,20K.SPX(40D)-118*64-176.25-DOBBY-08.04.0115,118*64
A250A164,2/50COM*20K.SPX(40D)-118*64-176-DOBBY-08.08.0388.A,2/50COM,20K.SPX(40D)-118*64-176-DOBBY-08.08.0388.A,118*64
A250A164,2/50COM*20K.SPX(40D)-118*64-176.25-DOBBY-08.08.0388.A,2/50COM,20K.SPX(40D)-118*64-176.25-DOBBY-08.08.0388.A,118*64
A250A164,2/50COM*20K.SPX(40D)-118*64-176.25-DOBBY-08.08.0388.A,2/50COM,20K.SPX(40D)-118*64-176.25-DOBBY-08.08.0388.A,118*64
A250A165,2/50COM*20K.SPX(40D)-118*64-176-DOBBY-08.04.014,2/50COM,20K.SPX(40D)-118*64-176-DOBBY-08.04.014,118*64
A250A165,2/50COM*20K.SPX(40D)-118*64-176.25-DOBBY-08.04.014,2/50COM,20K.SPX(40D)-118*64-176.25-DOBBY-08.04.014,118*64
A250A165,2/50*1/20 -118*64-176.25-DOBBY,2/50,1/20 -118*64-176.25-DOBBY,118*64
A250A166,2/50COM*20K.SPX(40D)-118*64-176-DOBBY-24.24.036,2/50COM,20K.SPX(40D)-118*64-176-DOBBY-24.24.036,118*64
A250A167,2/50COM*20K.SPX(40D)-126*70-176-DOBBY-13.13.001,2/50COM,20K.SPX(40D)-126*70-176-DOBBY-13.13.001,126*70
A250A168,2/50COM*20K.SPX(40D)-126*78-176.84-DOBBY-13.13.001.A,2/50COM,20K.SPX(40D)-126*78-176.84-DOBBY-13.13.001.A,126*78
A250A168,2/50COM*20K.SPX(40D)-126*78-176.84-DOBBY-13.13.001.A,2/50COM,20K.SPX(40D)-126*78-176.84-DOBBY-13.13.001.A,126*78
A250A168,2/50COM*20K.SPX(40D)-126*78-176.6-DOBBY-13.13.001.A,2/50COM,20K.SPX(40D)-126*78-176.6-DOBBY-13.13.001.A,126*78
A250A169,2/50COM*20K.SPX(70D)+20K-118*74-197.6-DOBBY-13.13.001.A,2/50COM,20K.SPX(70D)+20K-118*74-197.6-DOBBY-13.13.001.A,118*74
A250A170,2/50COM*20K.SPX(70D)-118*64-176-DOBBY-24.24.036,2/50COM,20K.SPX(70D)-118*64-176-DOBBY-24.24.036,118*64
A250A170,2/50COM*20K.SPX(70D)-118*64-176.25-DOBBY-24.24.036,2/50COM,20K.SPX(70D)-118*64-176.25-DOBBY-24.24.036,118*64
A250A170,2/50COM*20K.SPX(70D)-118*64-176.25-DOBBY-24.24.036,2/50COM,20K.SPX(70D)-118*64-176.25-DOBBY-24.24.036,118*64
A250A171,2/50COM*20OE+20K.SPX(40D)-118*64-176-DOBBY-08.08.0388.A,2/50COM,20OE+20K.SPX(40D)-118*64-176-DOBBY-08.08.0388.A,118*64
A250A172,2/50COM.PC*20K.SPX(40D)-102*74-188.8-4/1 Z TWILL,2/50COM.PC,20K.SPX(40D)-102*74-188.8-4/1 Z TWILL,102*74
A250A172,2/50C.PC*20K.SPX(40D)-102*74-188.8-4/1 Z TWILL,2/50C.PC,20K.SPX(40D)-102*74-188.8-4/1 Z TWILL,102*74
A250A173,2/50COM*20K.SPX(70D)-108*72-175.1-DOBBY-06.06.228,2/50COM,20K.SPX(70D)-108*72-175.1-DOBBY-06.06.228,108*72
A250A174,2/50COM*20K.SPX(70D)-110*72-175.3-DOBBY-18.12.007,2/50COM,20K.SPX(70D)-110*72-175.3-DOBBY-18.12.007,110*72
A250A178,2/50COM*2/50COM-88*80-172.1-2/2 MATT,2/50COM,2/50COM-88*80-172.1-2/2 MATT,88*80
A250A181,2/50COM*30C.SPX(70D)-126*84-186.2-3/2 Z TWILL,2/50COM,30C.SPX(70D)-126*84-186.2-3/2 Z TWILL,126*84
A250A181,2/50COM*30C.SPX(70D)-126*84-186.2-3/2 Z TWILL,2/50COM,30C.SPX(70D)-126*84-186.2-3/2 Z TWILL,126*84
A250A182,2/50COM*30C.SPX(70D)-118*70-190.45-3/2 Z TWILL,2/50COM,30C.SPX(70D)-118*70-190.45-3/2 Z TWILL,118*70
A250A183,2/50COM*2/50COM-124*84-169.70-DOBBY TOP BEAM-04.06.030,2/50COM,2/50COM-124*84-169.70-DOBBY TOP BEAM-04.06.030,124*84
A250A183,2/50COM*2/50COM-124*84-162.33-DOBBY TOP BEAM,2/50COM,2/50COM-124*84-162.33-DOBBY TOP BEAM,124*84
A250A183,2/50COM*2/50COM-124*84-169.6-DOBBY(TOP BEAM)-04.06.030,2/50COM,2/50COM-124*84-169.6-DOBBY(TOP BEAM)-04.06.030,124*84
A250A183,2/50COM*2/50COM-124*84-159.7-DOBBY(TOP BEAM)-04.06.030,2/50COM,2/50COM-124*84-159.7-DOBBY(TOP BEAM)-04.06.030,124*84
A250A186,2/50COM*280D(270/180) T ATY-124*72-159.7-3/1 Z TWILL,2/50COM,280D(270/180) T ATY-124*72-159.7-3/1 Z TWILL,124*72
A250A189,50/2E*20K Spx 40D-90*68-173-DOBBY-220.160.001,50/2E,20K Spx 40D-90*68-173-DOBBY-220.160.001,90*68
A250A189,50/2E*20K Spx 40D-90*68-173.66-DOBBY-220.160.001,50/2E,20K Spx 40D-90*68-173.66-DOBBY-220.160.001,90*68
A250A190,2/50C CT*20C CT Spx 70D-114*62-175.66-3/1 Z TWILL,2/50C CT,20C CT Spx 70D-114*62-175.66-3/1 Z TWILL,114*62
A250A194,2/50COM*2/50COM-124*84-169.6-DOBBY-08.04.083,2/50COM,2/50COM-124*84-169.6-DOBBY-08.04.083,124*84
A250A194,2/50COM*2/50COM-124*84-159.7-DOBBY-08.04.083,2/50COM,2/50COM-124*84-159.7-DOBBY-08.04.083,124*84
A250A196,2/50COM*24C Spx 40D+2/50COM-114*96-175.6-DOBBY-16.16.382,2/50COM,24C Spx 40D+2/50COM-114*96-175.6-DOBBY-16.16.382,114*96
A2600001,"2/60CT*30SPX-166*90-156.7-2/2,Z TWILL",2/60CT,"30SPX-166*90-156.7-2/2,Z TWILL",166*90
A2600007,"2/60C*32C-156*86-158.5-3/1,Z TWILL",2/60C,"32C-156*86-158.5-3/1,Z TWILL",156*86
A2600017,"2/60C*30K-76*80-175.8-2/2,Z TWILL",2/60C,"30K-76*80-175.8-2/2,Z TWILL",76*80
A2600018,2/60COM*2/60COM-148*90-158.2-DOBBY,2/60COM,2/60COM-148*90-158.2-DOBBY,148*90
A2600018,2/60COM*2/60COM-148*90-158.2-DOBBY,2/60COM,2/60COM-148*90-158.2-DOBBY,148*90
A2600019,2/60COM*2/60COM-148*90-158.2-DOBBY,2/60COM,2/60COM-148*90-158.2-DOBBY,148*90
A2600023,"2/60C*30C-160*84-157.5-4/1,Z SATIN",2/60C,"30C-160*84-157.5-4/1,Z SATIN",160*84
A2600025,"2/60C*2/60C-156*84-158.4-2/2,Z TWILL",2/60C,"2/60C-156*84-158.4-2/2,Z TWILL",156*84
A2600026,2/60C*2/60C-66*64-174.2-PLAIN,2/60C,2/60C-66*64-174.2-PLAIN,66*64
A2600030,2/60COM*30SPX-158*108-200.5-DOBBY,2/60COM,30SPX-158*108-200.5-DOBBY,158*108
A2600031,"2/60COM*2/40COM-144*76-160.5-3/1,Z TWILL",2/60COM,"2/40COM-144*76-160.5-3/1,Z TWILL",144*76
A2600031,"2/60COM*2/40COM-144*76-158-3/1,Z TWILL",2/60COM,"2/40COM-144*76-158-3/1,Z TWILL",144*76
A2600035,2/60COM.CT*16LY-118*68-209.8-3/1 BKT,2/60COM.CT,16LY-118*68-209.8-3/1 BKT,118*68
A2600036,"2/60COM.CT*16LY-118*68-209.8-3/1,Z TWILL",2/60COM.CT,"16LY-118*68-209.8-3/1,Z TWILL",118*68
A2600037,2/60COM.CT*16LY-118*68-209.8-DOBBY,2/60COM.CT,16LY-118*68-209.8-DOBBY,118*68
A2600038,2/60COM.CT*30SPX-130*70-190.5-OTTOMAN,2/60COM.CT,30SPX-130*70-190.5-OTTOMAN,130*70
A2600039,2/60COM.CT*16LYC(140D)-130*68-190.5-DOBBY CVT-10.20.008,2/60COM.CT,16LYC(140D)-130*68-190.5-DOBBY CVT-10.20.008,130*68
A2600041,2/60COM*20K-159*72-161-DOBBY,2/60COM,20K-159*72-161-DOBBY,159*72
A2600042,2/60COM*30COM-164*90-161-DOBBY,2/60COM,30COM-164*90-161-DOBBY,164*90
A2600045,"2/60COM*30COM-148*80-160.5-3/1,Z TWILL",2/60COM,"30COM-148*80-160.5-3/1,Z TWILL",148*80
A2600046,2/60COM*30COM-184*100-159-4/1 Z SATIN,2/60COM,30COM-184*100-159-4/1 Z SATIN,184*100
A2600046,"2/60COM*30COM-184*100-159-4/1,Z SATIN",2/60COM,"30COM-184*100-159-4/1,Z SATIN",184*100
A2600047,"2/60COM*30C+30MC-136*80-160-2/2,Z TWILL",2/60COM,"30C+30MC-136*80-160-2/2,Z TWILL",136*80
A2600048,2/60C*2/60C+150D.PET-112*84-159.2-3/1 BKT,2/60C,2/60C+150D.PET-112*84-159.2-3/1 BKT,112*84
A2600054,2/60COM*20C-156*78-163.4-DOBBY,2/60COM,20C-156*78-163.4-DOBBY,156*78
A2600057,2/60COM*2/40C+20K.SPX-146*84-158.2-DOBBY,2/60COM,2/40C+20K.SPX-146*84-158.2-DOBBY,146*84
A2600057,2/60COM*2/40C+20K.SPX-146*84-158.2-DOBBY,2/60COM,2/40C+20K.SPX-146*84-158.2-DOBBY,146*84
A2600058,2/60COM*8OE+40LEA-94*64-158-DOBBY,2/60COM,8OE+40LEA-94*64-158-DOBBY,94*64
A2600058,2/60COM*8OE+40LEA-94*64-158-DOBBY,2/60COM,8OE+40LEA-94*64-158-DOBBY,94*64
A2600058,2/60COM*8OE+40LEA-94*64-158-DOBBY,2/60COM,8OE+40LEA-94*64-158-DOBBY,94*64
A2600060,2/60COM*100D.NYL-164*80-158.5-OXFORD,2/60COM,100D.NYL-164*80-158.5-OXFORD,164*80
A2600060,2/60COM*100D.NYL-164*80-158.5-OXFORD,2/60COM,100D.NYL-164*80-158.5-OXFORD,164*80
A2600064,2/60COM*2/60COM-90*64-158-OXFORD,2/60COM,2/60COM-90*64-158-OXFORD,90*64
A2600067,2/60COM*30C-148*88-160.5-DOBBY,2/60COM,30C-148*88-160.5-DOBBY,148*88
A2600068,2/60COM*30SPX-130*88-176.8-2/2 HBT,2/60COM,30SPX-130*88-176.8-2/2 HBT,130*88
A2600069,2/60COM*7OE+40LEA-94*60-158-DOBBY,2/60COM,7OE+40LEA-94*60-158-DOBBY,94*60
A2600071,"2/60COM*2/60COM-156*80-160.8-2/2,Z TWILL",2/60COM,"2/60COM-156*80-160.8-2/2,Z TWILL",156*80
A2600072,2/60COM*30SPX-130*88-176.8-DOBBY,2/60COM,30SPX-130*88-176.8-DOBBY,130*88
A2600076,2/60CVC*2/60CVC-144*80-160.5-PLAIN,2/60CVC,2/60CVC-144*80-160.5-PLAIN,144*80
A2600077,60/2R*20K.SPX-146*76-177.8-2/2 Z TWILL,60/2R,20K.SPX-146*76-177.8-2/2 Z TWILL,146*76
A2600077,"60/2R*20K.SPX-146*76-177.8-2/2,Z TWILL",60/2R,"20K.SPX-146*76-177.8-2/2,Z TWILL",146*76
A2600077,"60/2R*20K.SPX-146*76-177.8-2/2,Z TWILL",60/2R,"20K.SPX-146*76-177.8-2/2,Z TWILL",146*76
A2600077,"60/2R*20K.SPX-146*76-177.8-2/2,Z TWILL",60/2R,"20K.SPX-146*76-177.8-2/2,Z TWILL",146*76
A2600077,"60/2R*20K.SPX-146*76-177.8-2/2,Z TWILL",60/2R,"20K.SPX-146*76-177.8-2/2,Z TWILL",146*76
A2600077,"60/2R*20K.LYC-146*76-177.8-2/2,Z TWILL",60/2R,"20K.LYC-146*76-177.8-2/2,Z TWILL",146*76
A2600078,"2/60PC*20PC.SPX-146*70-174.42-3/1,Z TWILL",2/60PC,"20PC.SPX-146*70-174.42-3/1,Z TWILL",146*70
A2600080,60/2R*60/2R-156*86-158.2-PLAIN,60/2R,60/2R-156*86-158.2-PLAIN,156*86
A2600082,2/60COM*2/80COM-136*102-160-DOBBY,2/60COM,2/80COM-136*102-160-DOBBY,136*102
A260A084,"60/2R*60/2R.SPX-130*72-157.5-2/1,Z TWILL",60/2R,"60/2R.SPX-130*72-157.5-2/1,Z TWILL",130*72
A260A085,2/60COM*20K-144*82-163-DOBBY,2/60COM,20K-144*82-163-DOBBY,144*82
A260A087,2/60COM*40D.NYL.STR-99*80-174.1-PLAIN,2/60COM,40D.NYL.STR-99*80-174.1-PLAIN,99*80
A260A087,2/60COM*40D.NYL.SPX-99*80-203-PLAIN,2/60COM,40D.NYL.SPX-99*80-203-PLAIN,99*80
A260A088,"2/60C*30SPX-138*92-177.3-3/1,Z TWILL",2/60C,"30SPX-138*92-177.3-3/1,Z TWILL",138*92
A260A089,60/2R*30SPX(70D)-146*92-177.8-2/2 MATT,60/2R,30SPX(70D)-146*92-177.8-2/2 MATT,146*92
A260A091,"60/2R*20K.SPX-146*62-177.8-3/1,Z TWILL",60/2R,"20K.SPX-146*62-177.8-3/1,Z TWILL",146*62
A260A094,2/60COM*40SPX-122*70-176.5-OXFORD,2/60COM,40SPX-122*70-176.5-OXFORD,122*70
A260A095,60/2R*30LYC(70D)-98*76-174-2/2 MATT,60/2R,30LYC(70D)-98*76-174-2/2 MATT,98*76
A260A097,2/60C*20K.SPX+150D.PET-142*76-160.5-DOBBY,2/60C,20K.SPX+150D.PET-142*76-160.5-DOBBY,142*76
A260A097,2/60C*20K.SPX+150D.PET-142*76-160.5-DOBBY,2/60C,20K.SPX+150D.PET-142*76-160.5-DOBBY,142*76
A260A098,2/60COM*16LYC(140D)-142*66-177.8-DOBBY-10.20.008,2/60COM,16LYC(140D)-142*66-177.8-DOBBY-10.20.008,142*66
A260A099,2/60COM*30SPX-138*76-177.3-DOBBY,2/60COM,30SPX-138*76-177.3-DOBBY,138*76
A260A099,2/60COM*30SPX-138*76-177.3-DOBBY,2/60COM,30SPX-138*76-177.3-DOBBY,138*76
A260A100,2/60COM*30COM-132*90-160.19-DOBBY,2/60COM,30COM-132*90-160.19-DOBBY,132*90
A260A101,60/2R*60/2R-164*96-161-DOBBY-CVT,60/2R,60/2R-164*96-161-DOBBY-CVT,164*96
A260A101,2/60COM*2/60COM-164*96-161-DOBBY-CVT,2/60COM,2/60COM-164*96-161-DOBBY-CVT,164*96
A260A103,2/60COM*16LYC(140D)-142*66-177.8-DOBBY,2/60COM,16LYC(140D)-142*66-177.8-DOBBY,142*66
A260A104,2/60COM*16LYC(140D)-130*68-204.7-2/2 HBT,2/60COM,16LYC(140D)-130*68-204.7-2/2 HBT,130*68
A260A105,2/60CT*2/60CT+30SPX(70D)-176*86-174.3-4/1 S SATIN,2/60CT,2/60CT+30SPX(70D)-176*86-174.3-4/1 S SATIN,176*86
A260A105,"2/60CT*2/60CT+30SPX(70D)-176*86-159.5-4/1,S SATIN",2/60CT,"2/60CT+30SPX(70D)-176*86-159.5-4/1,S SATIN",176*86
A260A108,2/60COM*20OE-148*70-160.7-DOBBY 4/2 Z TWILL,2/60COM,20OE-148*70-160.7-DOBBY 4/2 Z TWILL,148*70
A260A109,2/60COM*20C-132*74-162.6-DOBBY,2/60COM,20C-132*74-162.6-DOBBY,132*74
