K1,Construction,Warp,Weft,EPI-PPI
12453,24K*30LYC-110*76-161-2/2 TWILL,24K,30LYC-110*76-161-2/2 TWILL,110*76
12453,24K*30LYC-110*76-161-2/2 TWILL,24K,30LYC-110*76-161-2/2 TWILL,110*76
12457,24C*150M.PET-136*88-162.6-2/1 S TWILL,24C,150M.PET-136*88-162.6-2/1 S TWILL,136*88
12469,24C*20K-108*60-163.8-2/1 TWILL,24C,20K-108*60-163.8-2/1 TWILL,108*60
12469,24C*20K-108*60-163.8-2/1 TWILL,24C,20K-108*60-163.8-2/1 TWILL,108*60
12470,"24C*16OE-136*70-157.8-3/1,S TWILL",24C,"16OE-136*70-157.8-3/1,S TWILL",136*70
12477,24PC*16PC-120*48-163.8-2/1 TWILL,24PC,16PC-120*48-163.8-2/1 TWILL,120*48
12480,24C*12OE-112*62-161.8-DOBBY,24C,12OE-112*62-161.8-DOBBY,112*62
12481,24C*12OE-112*62-161.8-DOBBY,24C,12OE-112*62-161.8-DOBBY,112*62
12483,24C*20SPX-109*82-165.9-4/1 SATIN,24C,20SPX-109*82-165.9-4/1 SATIN,109*82
12483,24C*20LYC-109*82-201.7-4/1 SATIN,24C,20LYC-109*82-201.7-4/1 SATIN,109*82
12483,24C*20LYC-109*82-165.9-4/1 SATIN,24C,20LYC-109*82-165.9-4/1 SATIN,109*82
12484,24COM*30LYC-120*68-177-2/1 TWILL,24COM,30LYC-120*68-177-2/1 TWILL,120*68
12484,24C*30SPX-120*68-177-2/1 TWILL,24C,30SPX-120*68-177-2/1 TWILL,120*68
12492,24C*24C-88*64-168.4-2/1 TWILL,24C,24C-88*64-168.4-2/1 TWILL,88*64
12494,24C*20LYC-109*82-165.9-4/1 SATIN,24C,20LYC-109*82-165.9-4/1 SATIN,109*82
12497,24K*24K-124*70-160-2/1 TWILL,24K,24K-124*70-160-2/1 TWILL,124*70
12498,24C*16OE-132*72-163.8-DOBBY,24C,16OE-132*72-163.8-DOBBY,132*72
12498,24C*16OE-132*72-163.8-DOBBY,24C,16OE-132*72-163.8-DOBBY,132*72
12602,26PC.OG*26PC.OG-114*63-171-2/1 Z TWILL,26PC.OG,26PC.OG-114*63-171-2/1 Z TWILL,114*63
12602,26C.RECY.CVC.ORG*26C.RECY.PC.ORG-114*63-171-2/1 Z TWILL,26C.RECY.CVC.ORG,26C.RECY.PC.ORG-114*63-171-2/1 Z TWILL,114*63
12602,26C.RECY.CVC*26C.RECY.PC-114*63-171-2/1 Z TWILL,26C.RECY.CVC,26C.RECY.PC-114*63-171-2/1 Z TWILL,114*63
12602,26C.CVC*26C.PC-114*63-170.2-2/1 Z TWILL,26C.CVC,26C.PC-114*63-170.2-2/1 Z TWILL,114*63
12602,"26C.CVC*26C.PC-114*63-170.2-2/1,Z TWILL",26C.CVC,"26C.PC-114*63-170.2-2/1,Z TWILL",114*63
12602,"26C.CVC*26C.PC-114*63-170.2-2/1,Z TWILL",26C.CVC,"26C.PC-114*63-170.2-2/1,Z TWILL",114*63
12602,"26C.CVC*26C.PC-114*63-170.2-2/1,Z TWILL",26C.CVC,"26C.PC-114*63-170.2-2/1,Z TWILL",114*63
12602,"26C.CVC*26C.PC-114*63-170.2-2/1,Z TWILL",26C.CVC,"26C.PC-114*63-170.2-2/1,Z TWILL",114*63
12603,26PC*16OE.PC-113*58-170.2-2/1 Z TWILL,26PC,16OE.PC-113*58-170.2-2/1 Z TWILL,113*58
12605,26PC*20PC-99*57-164.3-PLAIN,26PC,20PC-99*57-164.3-PLAIN,99*57
12605,26C.PC*20C.PC-99*57-164.3-PLAIN,26C.PC,20C.PC-99*57-164.3-PLAIN,99*57
12606,26PC*16OE.PC-114*58-165.6-2/1 Z TWILL,26PC,16OE.PC-114*58-165.6-2/1 Z TWILL,114*58
12606,26PC*16OE.PC-114*58-160-2/1 Z TWILL,26PC,16OE.PC-114*58-160-2/1 Z TWILL,114*58
12606,"26PC*16OE.PC-114*58-163.1-2/1,Z TWILL",26PC,"16OE.PC-114*58-163.1-2/1,Z TWILL",114*58
12606,"26C.PC*16.5OE.PC-113*58-165.2-2/1,Z TWILL",26C.PC,"16.5OE.PC-113*58-165.2-2/1,Z TWILL",113*58
12606,"26C.PC*16.5OE.PC-113*58-165.2-2/1,Z TWILL",26C.PC,"16.5OE.PC-113*58-165.2-2/1,Z TWILL",113*58
12606,"26C.PC*16.5OE.PC-113*58-165.2-2/1,Z TWILL",26C.PC,"16.5OE.PC-113*58-165.2-2/1,Z TWILL",113*58
12607,26C.PC*26C.PC-111*60-168.5-2/1 Z TWILL,26C.PC,26C.PC-111*60-168.5-2/1 Z TWILL,111*60
12607,"26C.PC.RECY*26C.PC.RECY-111*60-168.5-2/1,Z TWILL",26C.PC.RECY,"26C.PC.RECY-111*60-168.5-2/1,Z TWILL",111*60
12607,"26C.PC*26C.PC-111*60-168.5-2/1,Z TWILL",26C.PC,"26C.PC-111*60-168.5-2/1,Z TWILL",111*60
12607,"26C.PC*26C.PC-111*60-168.5-2/1,Z TWILL",26C.PC,"26C.PC-111*60-168.5-2/1,Z TWILL",111*60
12608,26PC*16.5PC-114*63-170.2-2/1 TWILL,26PC,16.5PC-114*63-170.2-2/1 TWILL,114*63
12609,26PC*16PC(Z)-114*60-163.1-2/1 TWILL,26PC,16PC(Z)-114*60-163.1-2/1 TWILL,114*60
12610,26C.CVC*26C.CVC-112*52-160-PLAIN,26C.CVC,26C.CVC-112*52-160-PLAIN,112*52
12612,26PC*26PC-96*62-172.7-PLAIN,26PC,26PC-96*62-172.7-PLAIN,96*62
12613,26PC*26PC-89*62-180.3-PLAIN,26PC,26PC-89*62-180.3-PLAIN,89*62
12614,26PC*26PC-91*62-175.3-PLAIN,26PC,26PC-91*62-175.3-PLAIN,91*62
12615,26VORTEX*15PC-88*58-185.4-2/1 Z TWILL,26VORTEX,15PC-88*58-185.4-2/1 Z TWILL,88*58
12615,26PC*15PC-88*58-185.4-2/1 Z TWILL,26PC,15PC-88*58-185.4-2/1 Z TWILL,88*58
12621,26C.PC*15C.CVC-110*58-177.4-2/1 Z TWILL,26C.PC,15C.CVC-110*58-177.4-2/1 Z TWILL,110*58
12621,26C.PC*15C.CVC-110*58-177.4-2/1 Z TWILL,26C.PC,15C.CVC-110*58-177.4-2/1 Z TWILL,110*58
12621,"26C.PC*15C.CVC-110*58-177.4-2/1,Z TWILL",26C.PC,"15C.CVC-110*58-177.4-2/1,Z TWILL",110*58
13001,30C*10K-142*68-157.5-3/1 TWILL,30C,10K-142*68-157.5-3/1 TWILL,142*68
13001,30C*10K-142*68-157.5-3/1 TWILL,30C,10K-142*68-157.5-3/1 TWILL,142*68
13013,30COM*150D.PET-120*64-160-PLAIN,30COM,150D.PET-120*64-160-PLAIN,120*64
13013,30COM*150D.PET-120*64-160-PLAIN,30COM,150D.PET-120*64-160-PLAIN,120*64
13013,30C*150MD.PET-120*64-160-PLAIN,30C,150MD.PET-120*64-160-PLAIN,120*64
13024,30C*30C-117*64-158-PLAIN,30C,30C-117*64-158-PLAIN,117*64
13024,30C*30C-117*64-158-PLAIN,30C,30C-117*64-158-PLAIN,117*64
13024,30C*30C-117*64-158-PLAIN,30C,30C-117*64-158-PLAIN,117*64
13030,30KWC*30C-132*68-159-2/1 TWILL,30KWC,30C-132*68-159-2/1 TWILL,132*68
13030,"30K.COM*30K.COM--132*68-159-2/1,S TWILL",30K.COM,"30K.COM--132*68-159-2/1,S TWILL",132*68
13030,"30C*30C--132*68-159-2/1,S TWILL",30C,"30C--132*68-159-2/1,S TWILL",132*68
13030,30K.COM*30K.COM-132*68-159,30K.COM,30K.COM-132*68-159,132*68
13030,"30K.COM*30K.COM-132*68-157-2/1,S TWILL",30K.COM,"30K.COM-132*68-157-2/1,S TWILL",132*68
13030,30COM*30COM-132*68-159-2/1 TWILL,30COM,30COM-132*68-159-2/1 TWILL,132*68
13030,30COM*30COM-132*68-159-2/1 TWILL,30COM,30COM-132*68-159-2/1 TWILL,132*68
13030,"30C*30K-132*68-159-2/1,S TWILL",30C,"30K-132*68-159-2/1,S TWILL",132*68
13030,30C*30C-132*68-159-2/1 TWILL,30C,30C-132*68-159-2/1 TWILL,132*68
13030,30C*30C-132*68-159-2/1 TWILL,30C,30C-132*68-159-2/1 TWILL,132*68
13030,30C*30C-132*68-158.8-,30C,30C-132*68-158.8-,132*68
13033,30C*30C-132*76-159-2/1 TWILL,30C,30C-132*76-159-2/1 TWILL,132*76
13049,30K.COM*30K-118*64-159-PLAIN,30K.COM,30K-118*64-159-PLAIN,118*64
13049,30K.COM*30K-118*64-159-PLAIN,30K.COM,30K-118*64-159-PLAIN,118*64
13049,30K.COM*30K-118*64-159-PLAIN,30K.COM,30K-118*64-159-PLAIN,118*64
13049,30K.COM*30K.COM-118*64-159-PLAIN,30K.COM,30K.COM-118*64-159-PLAIN,118*64
13049,30COM*30COM-119*64-160.9-PLAIN,30COM,30COM-119*64-160.9-PLAIN,119*64
13049,30COM*30COM-119*64-158.8-PLAIN,30COM,30COM-119*64-158.8-PLAIN,119*64
13049,30COM*30COM-119*64-157.5-PLAIN,30COM,30COM-119*64-157.5-PLAIN,119*64
13049,30COM*30COM-118*64-159-PLAIN,30COM,30COM-118*64-159-PLAIN,118*64
13049,30COM*30COM-118*64-159-PLAIN,30COM,30COM-118*64-159-PLAIN,118*64
13049,30C*30K-119*64-158-PLAIN,30C,30K-119*64-158-PLAIN,119*64
13049,30C*30K.COM-119*64-158-PLAIN,30C,30K.COM-119*64-158-PLAIN,119*64
13049,30C*30C-119*64-158-PLAIN,30C,30C-119*64-158-PLAIN,119*64
13073,30COM*30COM-132*86-159-3/1 TWILL,30COM,30COM-132*86-159-3/1 TWILL,132*86
13095,30C*30C-120*84-160-,30C,30C-120*84-160-,120*84
13097,30C*30C-132*86-160-,30C,30C-132*86-160-,132*86
13204,"32K.COM*7OE-134*58-160-4/1,S SATIN",32K.COM,"7OE-134*58-160-4/1,S SATIN",134*58
13204,"32COM*7OE-133*58-160-4/1,S SATIN",32COM,"7OE-133*58-160-4/1,S SATIN",133*58
13204,32C*7OE-134*58-160-4/1 SATIN,32C,7OE-134*58-160-4/1 SATIN,134*58
13204,32C*7OE-134*58-160-4/1 SATIN,32C,7OE-134*58-160-4/1 SATIN,134*58
13209,"32COM.OG*20K.OG-148*82-155.7-2/1,S TWILL",32COM.OG,"20K.OG-148*82-155.7-2/1,S TWILL",148*82
13209,"32COM*20K-148*82-155-2/1,S TWILL",32COM,"20K-148*82-155-2/1,S TWILL",148*82
13209,"32COM*20K-148*82-155-2/1,S TWILL",32COM,"20K-148*82-155-2/1,S TWILL",148*82
13209,"32COM*20K-148*82-155.7-2/1,S TWILL",32COM,"20K-148*82-155.7-2/1,S TWILL",148*82
13209,"32COM*20K-148*82-155.7-2/1,S TWILL",32COM,"20K-148*82-155.7-2/1,S TWILL",148*82
13209,"32COM*20K-146*82-157.7-2/1,S TWILL",32COM,"20K-146*82-157.7-2/1,S TWILL",146*82
13209,"32COM*20K-146*82*157.7-2/1,S TWILL",32COM,"20K-146*82*157.7-2/1,S TWILL",146*82
13216,32COM*30SPX-126*88-189.7-4/1 SATIN,32COM,30SPX-126*88-189.7-4/1 SATIN,126*88
13216,32COM*30SPX-126*88-189.7-4/1 SATIN,32COM,30SPX-126*88-189.7-4/1 SATIN,126*88
13216,32COM*30SPX-126*88-189.7-4/1 SATIN,32COM,30SPX-126*88-189.7-4/1 SATIN,126*88
13216,32COM*30SPX-126*88-189.2-4/1 SATIN,32COM,30SPX-126*88-189.2-4/1 SATIN,126*88
13216,32COM*30LYC-126*88-189.7-4/1 SATIN,32COM,30LYC-126*88-189.7-4/1 SATIN,126*88
13222,32COM*20SPX-148*90-171.7-4/1 SATIN,32COM,20SPX-148*90-171.7-4/1 SATIN,148*90
13226,32COM*20K-148*80-160.5-DOBBY,32COM,20K-148*80-160.5-DOBBY,148*80
13232,32COM*16OE-148*72-169.4-DOBBY,32COM,16OE-148*72-169.4-DOBBY,148*72
13237,32COM*30SPX-145*82-171.2-4/1 SATIN,32COM,30SPX-145*82-171.2-4/1 SATIN,145*82
13244,32COM*16OE-148*74-160.5-DOBBY,32COM,16OE-148*74-160.5-DOBBY,148*74
13245,32COM*16OE-148*64-160.5-1/1+OXFORD,32COM,16OE-148*64-160.5-1/1+OXFORD,148*64
13246,32COM*20K-132*80-162.6-DOBBY,32COM,20K-132*80-162.6-DOBBY,132*80
13249,32COM*16SPX-124*64-161.8-DOBBY,32COM,16SPX-124*64-161.8-DOBBY,124*64
13254,"32COM*7OE-144*58-161.8-4/1,S SATIN",32COM,"7OE-144*58-161.8-4/1,S SATIN",144*58
13254,"32COM*7OE-143*58-163.5-4/1,S SATIN",32COM,"7OE-143*58-163.5-4/1,S SATIN",143*58
13255,32COM*7OE-132*64-160-OTTOMAN,32COM,7OE-132*64-160-OTTOMAN,132*64
13255,32COM*7OE-132*64-149.9-OTTOMAN,32COM,7OE-132*64-149.9-OTTOMAN,132*64
13256,32COM*32COM-156*88-158.2-2/2 HBT,32COM,32COM-156*88-158.2-2/2 HBT,156*88
13257,32K.COM.OG*20K.OG.SPX(70D)-144*76-180.26-3/1 S TWILL,32K.COM.OG,20K.OG.SPX(70D)-144*76-180.26-3/1 S TWILL,144*76
13257,32K.COM.OG*20K.OG.SPX(70D)-144*76-180.26-3/1 S TWILL,32K.COM.OG,20K.OG.SPX(70D)-144*76-180.26-3/1 S TWILL,144*76
13257,32K.COM*20K.LYC(70D)-142*76-182.88-3/1 S TWILL,32K.COM,20K.LYC(70D)-142*76-182.88-3/1 S TWILL,142*76
13257,32K.COM OG RC*20K OG RC Spx 70D-146*76-176.5-3/1 S TWILL,32K.COM OG RC,20K OG RC Spx 70D-146*76-176.5-3/1 S TWILL,146*76
13257,32K OG RC*20K OG RC Spx 70D-146*76-176.5-3/1 S TWILL,32K OG RC,20K OG RC Spx 70D-146*76-176.5-3/1 S TWILL,146*76
13257,32COM.RECY.COT*20C.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,32COM.RECY.COT,20C.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,146*76
13257,32COM.OG.RECY.COT*20C.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,32COM.OG.RECY.COT,20C.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,146*76
13257,32COM*20K.SPX(70D)-146*76-177.80-3/1 S TWILL,32COM,20K.SPX(70D)-146*76-177.80-3/1 S TWILL,146*76
13257,32COM*20C SPX(70D)-144*76-180.26-3/1 S TWILL,32COM,20C SPX(70D)-144*76-180.26-3/1 S TWILL,144*76
13257,32C.VORTEX.COT*20K.SPX(70D)-146*76-176.5-3/1 S TWILL,32C.VORTEX.COT,20K.SPX(70D)-146*76-176.5-3/1 S TWILL,146*76
13257,32COM*20LYC-144*76-180.1-3/1 TWILL,32COM,20LYC-144*76-180.1-3/1 TWILL,144*76
13257,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K.COM,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32K.COM*20K.LYC-142*76-182.1-3/1,S TWILL",32K.COM,"20K.LYC-142*76-182.1-3/1,S TWILL",142*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX-144*76-180.1-3/1,S TWILL",32K,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32K*20K.SPX(70D)-144*76-180.1-3/1,S TWILL",32K,"20K.SPX(70D)-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM.OG*20K.OG.SPX-144*76-180.1-3/1,S TWILL",32COM.OG,"20K.OG.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM.OG*20K.OG.SPX-144*76-180.1-3/1,S TWILL",32COM.OG,"20K.OG.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20SPX-144*76-180.1-3/1,S TWILL",32COM,"20SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20SPX-144*76-180.1-3/1,S TWILL",32COM,"20SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20LYC-144*76-180.1-3/1,S TWILL",32COM,"20LYC-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20LYC-144*76-180.1-3/1,S TWILL",32COM,"20LYC-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20LYC-144*76-176.5-3/1,S TWILL",32COM,"20LYC-144*76-176.5-3/1,S TWILL",144*76
13257,"32COM*20K.SPX-144*76-180.1-3/1,S TWILL",32COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20K.SPX-144*76-180.1-3/1,S TWILL",32COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,"32COM*20K.SPX-144*76-180.1-3/1,S TWILL",32COM,"20K.SPX-144*76-180.1-3/1,S TWILL",144*76
13257,32K.COM.OG.RECY.COT*20K.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,32K.COM.OG.RECY.COT,20K.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,146*76
13257,32K.COM.OG.RECY.COT*20K.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,32K.COM.OG.RECY.COT,20K.OG.RECY.COT.SPX(70D)-146*76-176.5-3/1 S TWILL,146*76
13267,32COM*16OE-156*72-160.8-3/1 BKT,32COM,16OE-156*72-160.8-3/1 BKT,156*72
13273,32COM*20K-164*80-160.8-3/1 TWILL,32COM,20K-164*80-160.8-3/1 TWILL,164*80
13273,"32COM*20OE-162*80-162.5-3/1,S TWILL",32COM,"20OE-162*80-162.5-3/1,S TWILL",162*80
13273,"32COM*20K-162*80-162.5-3/1,S TWILL",32COM,"20K-162*80-162.5-3/1,S TWILL",162*80
13282,32COM*32COM+20C-156*100-161.3-DOBBY,32COM,32COM+20C-156*100-161.3-DOBBY,156*100
13282,32COM*32COM+20C-156*100-161.3-DOBBY,32COM,32COM+20C-156*100-161.3-DOBBY,156*100
13282,32COM*32COM+20C-154*100-165.8-DOBBY,32COM,32COM+20C-154*100-165.8-DOBBY,154*100
13285,32COM*40COM+30SLUB-140*90-158-2/1 HBT,32COM,40COM+30SLUB-140*90-158-2/1 HBT,140*90
13286,32COM*12OE-148*68-160.8-WEFTRIB,32COM,12OE-148*68-160.8-WEFTRIB,148*68
13286,32COM*12OE-145*68*167-OTTOMAN (WEFT RIB),32COM,12OE-145*68*167-OTTOMAN (WEFT RIB),145*68
13286,32COM*12O.E/148*68-157.68-WEFT RIB,32COM,12O.E/148*68-157.68-WEFT RIB,148*68
13288,32COM*20SPX-144*76-170.2-3/1 TWILL,32COM,20SPX-144*76-170.2-3/1 TWILL,144*76
13288,32COM*20LYC-144*76-170.2-3/1 TWILL,32COM,20LYC-144*76-170.2-3/1 TWILL,144*76
13293,32COM*20SPX-144*76-165.1-DOBBY,32COM,20SPX-144*76-165.1-DOBBY,144*76
13294,32COM*20SPX+20SLUB-144*76-165.1-DOBBY,32COM,20SPX+20SLUB-144*76-165.1-DOBBY,144*76
13298,32COM*20SPX-144*76-165.1-DOBBY,32COM,20SPX-144*76-165.1-DOBBY,144*76
13299,32COM*20SPX-144*76-165.1-DOBBY,32COM,20SPX-144*76-165.1-DOBBY,144*76
14003,40COM*40COM-118*80-161.8-PLAIN,40COM,40COM-118*80-161.8-PLAIN,118*80
14003,40COM*40COM-118*80-161.8-PLAIN,40COM,40COM-118*80-161.8-PLAIN,118*80
14003,40C*40C-118*80-161.8-PLAIN,40C,40C-118*80-161.8-PLAIN,118*80
14005,40COM.OG*40COM.OG-133*72-160.13-2/1 S TWILL,40COM.OG,40COM.OG-133*72-160.13-2/1 S TWILL,133*72
14005,40OG*40OG-133*72-159-2/1 TWILL,40OG,40OG-133*72-159-2/1 TWILL,133*72
14005,40COM*40C-133*72-159-2/1 TWILL,40COM,40C-133*72-159-2/1 TWILL,133*72
14005,"40COM*40COM-133*72-157.5-2/1, S TWILL",40COM,"40COM-133*72-157.5-2/1, S TWILL",133*72
14005,"40COM.OG*40COM.OG-133*72-159-2/1,S TWILL",40COM.OG,"40COM.OG-133*72-159-2/1,S TWILL",133*72
14005,"40COM.OG*40COM.OG-133*72-157.5-2/1,S TWILL",40COM.OG,"40COM.OG-133*72-157.5-2/1,S TWILL",133*72
14005,"40COM*40COM-133*72-159-2/1,S TWILL",40COM,"40COM-133*72-159-2/1,S TWILL",133*72
14005,"40COM*40COM-133*72-159-2/1,S TWILL",40COM,"40COM-133*72-159-2/1,S TWILL",133*72
14005,"40COM*40COM-133*72-159-2/1,S TWILL",40COM,"40COM-133*72-159-2/1,S TWILL",133*72
14005,"40COM*40COM-133*72-159-2/1,S TWILL",40COM,"40COM-133*72-159-2/1,S TWILL",133*72
14005,"40COM*40COM-133*72-157.5-2/1,S TWILL",40COM,"40COM-133*72-157.5-2/1,S TWILL",133*72
14005,"40COM*40C-133*72-157.5-2/1,S TWILL",40COM,"40C-133*72-157.5-2/1,S TWILL",133*72
14005,"40C*40C-133*72-159-2/1,S TWILL",40C,"40C-133*72-159-2/1,S TWILL",133*72
14005,"40C*40C-133*72-157.5-2/1,S TWILL",40C,"40C-133*72-157.5-2/1,S TWILL",133*72
14007,40C*40C-90*86-177.3-PLAIN,40C,40C-90*86-177.3-PLAIN,90*86
14015,40VORTEX.COT*40VORTEX.COT-133*72-160.1-PLAIN,40VORTEX.COT,40VORTEX.COT-133*72-160.1-PLAIN,133*72
14015,40K.COM*40K.COM-131*72-160-PLAIN,40K.COM,40K.COM-131*72-160-PLAIN,131*72
14015,40COM.OG*40COM.OG-131*72-160-PLAIN,40COM.OG,40COM.OG-131*72-160-PLAIN,131*72
14015,40COM.OG*40COM.OG-131*72-160-PLAIN,40COM.OG,40COM.OG-131*72-160-PLAIN,131*72
14015,40COM*40K.COM-131*72-160-PLAIN,40COM,40K.COM-131*72-160-PLAIN,131*72
14015,40COM*40K.COM-131*72-160-PLAIN,40COM,40K.COM-131*72-160-PLAIN,131*72
14015,40COM*40K.COM-131*72-160-PLAIN,40COM,40K.COM-131*72-160-PLAIN,131*72
14015,40COM*40K.COM-131*72-160-PLAIN,40COM,40K.COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-133*72-160.1-PLAIN,40COM,40COM-133*72-160.1-PLAIN,133*72
14015,40COM*40COM-133*72-157.7-PLAIN,40COM,40COM-133*72-157.7-PLAIN,133*72
14015,40COM*40COM-133*72-157.7-PLAIN,40COM,40COM-133*72-157.7-PLAIN,133*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40COM-131*72-160-PLAIN,40COM,40COM-131*72-160-PLAIN,131*72
14015,40COM*40C-131*72-160-PLAIN,40COM,40C-131*72-160-PLAIN,131*72
14015,40COM*40C-131*72-160-PLAIN,40COM,40C-131*72-160-PLAIN,131*72
14015,40COM INC*40COM INC-133*72-160.1-PLAIN,40COM INC,40COM INC-133*72-160.1-PLAIN,133*72
14015,40C*40COM-131*72-160-PLAIN,40C,40COM-131*72-160-PLAIN,131*72
14015,40C*40C-133*72-157.5-PLAIN,40C,40C-133*72-157.5-PLAIN,133*72
14015,40C*40C-133*72-157.5-PLAIN,40C,40C-133*72-157.5-PLAIN,133*72
14015,40C*40C-131*72-160-PLAIN,40C,40C-131*72-160-PLAIN,131*72
14015,40C*40C-131*72-160-PLAIN,40C,40C-131*72-160-PLAIN,131*72
14015,40C*40C-131*72-160-PLAIN,40C,40C-131*72-160-PLAIN,131*72
