k1,k2,k3,k4,construction
A160B294,BAMM,C22003,HH04,60COM*60COM-90*86-177.27-PLAIN
A160B294,BAMM,C22003,HH05,60COM*60COM-
A160B294,BAMM,C22003,HH06,60COM*60COM-
A160B294,BAMM,C46001,HH01,60COM*60COM-
A160B294,BAMM,S21002,HH01,60COM*60COM-
A160B294,BAMM,S21005,HH01,60COM*60COM-
A160B294,BAMM,S21009,HH01,60COM*60COM-
A160B294,BAMMJ,C22001,HH02,60COM*60COM-112*88*140-PLAIN 87 $
A160B294,BAMMJ,C22001,HH03,60COM*60COM-112*88*140-PLAIN 87 $
A160B294,BAMMJ,C22001,HH04,60COM*60COM-112*88*140-PLAIN 87 $
A160B294,BAMMJ,C22001,HH05,60COM*60COM-112*88*140-PLAIN 87 $
A160B294,BAMMJ,C22001,HH07,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22001,HH08,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22001,HH09,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,C22001,HH10,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,C22001,HH11,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,C22002,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH02,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH03,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH04,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH05,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22003,HH06,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C22005,HH01,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,C44001,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,C46001,HH01,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,C63002,HH01,60COM*60COM- -PLAIN
A160B294,BAMMJ,S21002,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,S21004,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,S21005,HH01,60COM*60COM- *88PLAIN
A160B294,BAMMJ,S21005,HH02,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,S21008,HH01,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,S21009,HH01,60COM*60COM- *88-PLAIN
A160B294,BAMMJ,S81001,HH01,60COM*60COM- -PLAIN
A160B294,BAMMO,S21006,HH01,60COM.OG*60COM.OG- *88-PLAIN
A160B294,HMMO,W11001,HH01,60COM.OG *60MEL.OG - *86- -PLAIN
A160B307,BAMM,W11001,HH01,60COM*60COM- *120-JACQUARD
A160B307,HMM,W11001,HH01,60COM*60COM- *120-JACQUARD
A160B313,LXDD,S21001,HH02,60K.COM.M.MODAL*60K.COM.M.MODAL- *88-DOBBY (CREPE)
A160B313,LXDD,S21002,HH01,60K.COM.M.MODAL*60K.COM.M.MODAL- *88-DOBBY (CREPE)
A160B339,BAMCL,S41001,HH02,60COM*60LYC(20D)- *100-2/1 Z TWILL
A160B340,BAMCL,S21001,HH03,60COM*50LYC(40D)- *100-PLAIN
A160B340,BAMCL,S21001,HH04,60COM*50LYC(40D)- *100-PLAIN
A160B340,BAMCL,S51001,HH02,60COM*50LYC(40D)- *100-PLAIN
A160B346,BAMMJ,S21001,HH01,60COM*60COM-102*72*149-DOBBY 73
A160B346,BAMMJ,S21001,HH03,60COM*60COM-102*72*149-DOBBY 73
A160B391,BAMMJ,S21001,HH02,60COM*60COM- *74-DOBBY
A160B391,BAMMJ,S21001,HH03,60COM*60COM- *74-DOBBY
A160B392,BAMM,S21001,HH02,60COM*60COM-92*72-162.03-DOBBY
A160B392,BAMMJ,S21001,HH02,60COM*60COM- *74-DOBBY
A160B451,BAMCN,C22001,HH02,60COM+60MEL*60SPX(20D)- *104-PLAIN
A160B451,BAMCN,C33001,HH01,60COM*60SPX(20D)- *104-PLAIN
A160B451,BAMCN,C33001,HH02,60COM*60SPX(20D)- *104-PLAIN
A160B451,BAMCN,S21001,HH01,60COM*60SPX(20D)-162*104*146-PLAIN 116
A160B451,BAMCN,S21001,HH02,60COM*60SPX(20D)-162*104*146-PLAIN 116
A160B451,BAMCN,S21001,HH03,60COM*60SPX(20D)- *104-PLAIN
A160B451,BAMCN,S31001,NRR01,60COM*60C Spx20D- *104-PLAIN
A160B459,HMMT,C33001,HH01,60COM+820D.CHENNILE*60COM+820D.CHENNILE- *96-DOBBY (TOP BEAM-SPOOL)
A160B459,HMMT,C33001,HH02,60COM+820D.CHENNILE*60COM+820D.CHENNILE- *96-DOBBY (TOP BEAM-SPOOL)
A160B460,BAMMJ,C44001,HH02,60COM+2/100COM*60COM+2/100COM- -2/2 Z TWILL
A160B471,BAMM,W11001,RR02,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR03,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR04,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR05,60MEL*60MEL- *106-PLAIN
A160B486,SALE,F21001,DH01,60COM*80D.PET- *104-DOBBY
A160B486,SALE,F21001,DH02,60COM*80D.PET- *104-DOBBY
A160B486,SALE,W11001,DH01,60COM*80D.PET- *104-DOBBY
A160B486,SALE,W11001,HH01,60COM*80D.PET- *104-DOBBY
A160B507,BAMM,S21002,HH01,60COM*60COM-166*84 160-PLAIN 105
A160B507,BAMM,S21002,HH02,60COM*60COM- -PLAIN
A160B507,BAMM,S61001,HH01,60COM*60COM- *86-PLAIN
A160B511,HMM,F12001,HH01,DISCARD
A160B511,HMM,F13001,HH01,60COM*60COM- -JACQUARD
A160B512,HMM,S21001,HH01,60COM+60MEL*50COM- -JACQUARD
A160B513,HMM,W11001,HH01,60COM*50COM- -JACQUARD
A160B515,HMM,W11001,HH01,60COM*50COM- -JACQUARD
A160B515,HMM,W11001,HH02,60COM*50COM- -JACQUARD
A160B520,BAMMN,C24001,HH01,60M.CT*60COM+50SPX(40D)- *90-DOBBY
A160B520,BAMMN,C36001,HH02,60M.CT*60COM+50SPX(40D)- *90-DOBBY
A160B544,BAMMJ,S31001,HH02,60COM*60COM- 146*110*157-PLAIN 108
A160B544,BAMMJ,S31002,HH01,DISCARDED
A160B544,HMM,S31002,HH02,60COM*60COM- -PLAIN
A160B545,BAMMJ,C22001,HH03,60COM*60COM.HT- -PLAIN(CRINKLE EFFECT)
A160B545,BAMMJ,C22001,HH04,60COM*60COM.HT- -PLAIN(CRINKLE EFFECT)
A160B545,BAMMJ,C22001,HH05,60COM*60COM.HT- -PLAIN(CRINKLE EFFECT)
A160B545,BAMMO,C22001,HH03,TBC-60COM.OG*60COM.HT.OG- -PLAIN(CRINKLE EFFECT)
A160B545,BAMMO,C22001,HH04,TBC-60COM.OG*60COM.HT.OG- -PLAIN(CRINKLE EFFECT)
A160B545,BAMMO,C22001,HH05,TBC-60COM.OG*60COM.HT.OG- -PLAIN(CRINKLE EFFECT)
A160B549,BAMMN,S31003,HH02,60COM*60COM- *110 -2/1 Z TWILL
A160B550,BAMMJ,C44001,HH01,60COM+2/60COM*60COM- -PLAIN(TOP BEAM) CRINKLE EFFECT
A160B550,BAMMJ,C44001,HH02,60COM+2/60COM*60COM- -PLAIN(TOP BEAM) CRINKLE EFFECT
A160B552,BAMMN,S21003,HH01,60COM*60COM- *110-4/1 Z SATIN
A160B552,BAMMN,S21003,HH02,60COM*60COM- *110-4/1 Z SATIN
A160B552,BAMMN,S21003,HH03,60COM*60COM- *110-4/1 Z SATIN
A160B552,BAMMN,S21004,HH01,60COM*60COM- *110-4/1 Z SATIN
A160B552,BAMMN,S21004,HH02,60COM*60COM- *110-4/1 Z SATIN
A160B555,BAMM,S41001,HH01,60COM+30COM*60COM- *100-SEAR SUCKER (TOP BEAM)
A160B564,BAMM,C22001,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21002,HH01,60COM*60COM-174*86 153-PLAIN-110
A160B564,BAMM,S21002,HH04,60COM*60COM- *86- -PLAIN
A160B564,BAMM,S21002,HH05,60COM*60COM- *86- -PLAIN
A160B564,BAMM,S21004,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21004,HH02,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21004,HH03,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21005,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21006,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21008,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21009,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21010,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21011,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21011,HH02,60COM*60COM- *86-PLAIN
A160B564,BAMM,S21013,HH01,60COM*60COM- *86-PLAIN
A160B564,BAMMN,S21012,HH01,60COM*60COM- *86-PLAIN
A160B564,HMM,S21007,HH01,60COM*60COM- *86-PLAIN
A160B564,HMMT,S21002,HH02,60COM*60COM- -PLAIN
A160B573,BAMMN,C22001,HH02,60COM*60COM-194*96*150-PLAIN-127 $
A160B573,BAMMN,C22001,HH03,60COM*60COM- -PLAIN
A160B573,HMMT,C22001,HH01,60COM*60COM- *96-PLAIN
A160B573,STICKER,C22001,HH02,60COM*60COM-194*96*150-PLAIN-127 $
A160B586,HMMN,S31001,HH01,60COM+2/120COM*60COM- *100-DOBBY
A160B587,BAMM,C33001,DH02,60COM+45COM.PC*60COM+45COM.PC- -2/2 Z TWILL
A160B587,BAMMJ,C33001,DH02,60COM+45COM.PC*60COM+45COM.PC- -2/2 Z TWILL
A160B622,BAMMJ,S21001,HH02,60COM*60COM- -DOBBY-144*04.003.A
A160B622,BAMMJ,S21001,HH03,60COM*60COM- -DOBBY-144*04.003.A
A160B622,BAMMJ,S21001,HH07,60COM*60COM- -DOBBY-144*04.003.A
A160B639,BADDR,C33001,HH03,60K.COM.ECO.VIS*60K.COM.ECO.VIS- *98- -PLAIN
A160B650,LXDC,S21001,HH01,60K.COM.M.MODAL*30MC- -DOBBY
A160B655,HMFW,W21001,DH01,60COM+2/80COM*75D.PET(T400)- -SEAR SUCKER(TOP BEAM)
A160B665,HCC,S21001,HH01,60SPX(20D)*60SPX(20D)- -PLAIN
A160B668,BAMMN,C36001,HH02,60COM*50COM+50SPX(40D)-222*90-134-DOBBY-149
A160B674,HMM,F12001,HH01,60COM*60MEL+60SPX(20D)- -JACQUARD
A160B678,BAMMN,C36001,HH01,60COM+50COM*50COM+50SPX(40D)-223*90-133-DOBBY-153 $
A160B682,HCCT,S16001,HH01,60CT*60CT+2/120SD- -2/1 Z TWILL
A160B682,HCCT,S16001,HH02,60CT*60CT+2/120SD- -2/1 Z TWILL
A160B684,BAMM,W11001,HH03,60COM*60COM- *112-2/2 HBT
A160B684,BAMM,W11001,HH04,60COM*60COM- *112-2/2 HBT
A160B684,BAMM,W11001,RR01,60COM*60MEL- *112-2/2 HBT
A160B684,BAMM,W11001,RR02,60COM*60MEL- *112-2/2 HBT
A160B694,HMMO,W11001,HH01,60COM.OG*60COM.OG- -SEAR SUCKER T/B
A160B699,HMMT,W11001,HH01,60COM.HT*60COM- -SEAR SUCKER T/B
A160B712,HMMT,W11001,HH01,60COM.HT*60COM.HT- *100-SEAR SUCKER (TOP BEAM)
A160B725,BAMM,S21002,HH01,60COM+30COM*60COM-138*92-154-SEAR SUCKER (TOP BEAM)-142
A160B725,BAMMJ,S21002,HH01,60COM+30COM*60COM- *90-SEAR SUCKER (TOP BEAM)
A160B728,HMMN,W11001,HH03,60COM*50COM- *96-JACQUARD
A160B736,HDDRT,C22001,DH01,60K.COM.ECO.VIS+80D.PET*60K.COM.ECO.VIS+80D.PET- *100-SEAR SUCKER (TOP BEAM)
A160B738,BAMM,C44002,HH01,60COM*60COM-149*110-149-2/2 S TWILL-113
A160B738,BAMM,C44002,HH02,60COM*60COM- -2/2 S TWILL
A160B738,BAMMN,C22001,HH01,60COM*60COM- -2/2 S TWILL
A160B744,BAMMJ,C33001,HH01,60COM*30COM- *72-2/2 MATT
A160B744,BAMMJ,C33001,HH02,60COM*30COM- *72-2/2 MATT
A160B744,BAMMJ,S51001,HH01,60COM*30COM- *72-2/2 MATT
A160B744,BAMMJ,S51001,HH03,60COM*30COM- *72-2/2 MATT
A160B759,BAMM,S12001,HH01,60COM*60COM- *122- -DOBBY-
A160B759,BAMM,S12001,HH02,60COM*60COM- *122- -DOBBY-
A160B759,BAMM,S12001,HH03,60COM*60COM- *122- -DOBBY-
A160B763,BAMM,S21001,HH02,60COM+2/40COM*60COM- *70-SEAR SUCKER (TOP BEAM)
A160B764,BAMM,W21001,HH01,60COM+2/40COM*60COM-86*70*143-SEAR SUCKER (TOP BEAM) 89 $
A160B764,BAMM,W21001,HH02,60COM+2/40COM*60COM- *70-SEAR SUCKER (TOP BEAM)
A160B764,BAMM,W21001,HH03,60COM+2/40COM*60COM- *70-SEAR SUCKER (TOP BEAM)
A160B764,BAMM,W21001,HH08,60COM+2/40COM*60COM- *70-SEAR SUCKER (TOP BEAM)
A160B764,HMM,W21001,HH05,60COM+2/40COM*60COM- *68- -SEAR SUCKER(TOP BEAM)
A160B781,BAMCNJ,S14001,HH01,60COM*50COM+50SPX(40D)-226*90-131-DOBBY-158
A160B781,BAMCNJ,S14001,HH02,DISCARDED
A160B781,BAMCNJ,S14001,HH03,60COM*50COM+50C Spx 40D- -DOBBY
A160B782,BAMM,S31001,HH01,60COM*50COM- *110-4/1 S SATIN
A160B782,BAMMJ,S21002,HH03,60COM*50COM- *110-4/1 S SATIN
A160B782,BAMMJ,S21002,HH05,60COM*50COM- *110-4/1 S SATIN
A160B782,BAMMJ,S31001,HH01,60COM*50COM- *110-4/1 S SATIN
A160B782,BAMMJ,S31001,HH02,60COM*50COM- *110-4/1 S SATIN
A160B784,BAMMN,W21001,NRR01,60COM*60COM-*104- -DOBBY TOP BEAM
A160B784,BAMMN,W21001,NRR02,60COM*60COM-*104- -DOBBY TOP BEAM
A160B784,BAMMN,W21001,NRR04,60COM*60COM-*104-DOBBY TOP BEAM
A160B799,BLMM,S12001,HH03,60COM*50COM- *82-PLAIN
A160B799,LLMM,S12001,HH01,60COM*50COM- *82-PLAIN
A160B808,HMM,C34001,HH01,60COM+2/20COM*60COM+10SPX(70D)+10OE- *70-PLAIN (TOP BEAM-SPOOL)-CRINKLE EFFECT
A160B817,HMM12W,W11001,HH01,60COM*50COM-*96- -JACQUARD
A160B824,BAMC,S22001,HH01,DISCARD/DELETE
A160B824,BAMCJ,S22001,HH01,60COM*60COM+50C Spx 40D- *104- -4/1 S SATIN
A160B825,BAMC,S22001,HH01,60COM*60COM+50C Spx 40D- *94-4/1 S SATIN
A160B825,BAMCJ,S22001,HH01,60COM*60COM+50C Spx 40D- *94-4/1 S SATIN
A160B825,BAMCJ,S22001,HH03,60COM*60COM+50C Spx 40D- *94-4/1 S SATIN
A160B828,HMMS,W11001,HH02,60COM*50COM- *96- -JACQUARD
A160B839,HMMS,W11001,HH02,60COM*50COM-*96- -JACQUARD
A160B843,BLMMN,W11001,HH05,60COM*50COM- *96-JACQUARD
A160B843,BLMMN,W11001,HH06,60COM*50COM- *96-JACQUARD
A160B843,HMMN,W11001,HH07,60COM*50COM- *96-JACQUARD
A160B843,HMMNS,W11001,HH03,60COM*50COM- *96-JACQUARD
A160B843,HMMNS,W11001,HH04,60COM*50COM- *96-JACQUARD
A160B843,HMMNS,W11001,HH07,60COM*50COM- *96-JACQUARD
A160B843,HMMNS,W11001,HH08,60COM*50COM- *96-JACQUARD
A160B843,HMMNS,W11001,HH09,60COM*50COM- *96-JACQUARD
A160B847,HCC12ST,C44001,HH01,60.M.CM.SPX(20D)*60.M.CM.SPX(20D)- *106- -PLAIN
A160B848,BAMM,S21005,HH03,DISCARD
A160B848,BAMM,S21012,HH04,60COM*60COM-
A160B848,BAMM,S21016,HH07,60COM*60COM-124*110-170.4-2/1 S TWILL
A160B848,BAMM,S21017,HH02,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMM,S21020,HH02,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMM,S21021,HH01,60COM*60COM-124*110-170.4-2/1 S TWILL
A160B848,BAMM,S31001,HH02,DISCARD
A160B848,BAMM,S31002,HH02,DISCARD
A160B848,BAMMJ,C33001,HH01,60COM*60COM- *112- -2/1 S TWIL
A160B848,BAMMJ,C44002,HH02,60COM*60COM- *112- -2/1 S TWIL
A160B848,BAMMJ,S21005,HH03,60COM*60COM-138*112-153-2/1 S TWILL-102 $
A160B848,BAMMJ,S21009,HH01,60COM*60COM-138*112-153-2/1 S TWILL-102 $
A160B848,BAMMJ,S21012,HH04,60COM*60COM- *112- -2/1 S TWIL
A160B848,BAMMJ,S21014,HH02,60COM*60COM- *112- -2/1 S TWIL
A160B848,BAMMJ,S21016,HH06,60COM*60COM- *112- -2/1 S TWIL
A160B848,BAMMJ,S21016,HH07,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMMJ,S21017,HH02,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMMJ,S21020,HH02,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMMJ,S21021,HH01,60COM*60COM- *112-2/1 S TWIL
A160B848,BAMMJ,S31001,HH02,60COM*60COM- -2/1 S TWILL
A160B848,BAMMJ,S31002,HH02,60COM*60COM- -2/1 S TWILL
A160B848,BAMMJ,S31004,HH02,60COM*60COM- *112- -2/1 S TWIL
A160B848,HMM,S21011,HH02,60COM*60COM- *112 -2/1 S TWILL
A160B848,HMM,S21011,VV01,60COM*60COM- *112 -2/1 S TWILL
A160B854,BAMMN,S21001,HH01,60COM*60COM- *90-PLAIN
A160B854,BAMMN,S21002,HH01,60COM*60COM- *90-PLAIN
A160B861,BAMM,C43001,HH02,60COM*60COM- -DOBBY(DOUBLE CLOTH)
A160B861,BAMM,C43001,HH03,60COM*60COM- -DOBBY(DOUBLE CLOTH)
A160B862,BAMMN,C23001,HH01,60COM*60COM- *100- -DOBBY-1
A160B862,BAMMN,C23001,HH02,60COM*60COM- *100- -DOBBY-1
A160B868,BAMM,W11001,HH01,60COM*60COM- -DOBBY(CVT)-12.12.952
A160B868,BAMM,W11001,HH02,60COM*60COM- -DOBBY(CVT)-12.12.952
A160B876,BAMCN,C36001,HH01,DISCARDED
A160B876,BAMCN,C36001,HH03,DISCARDED
A160B876,BAMCNW,C36001,HH01,60COM+50COM*50COM+50C Spx 40D- -DOBBY
A160B876,BAMCNW,C36001,HH03,60COM+50COM*50COM+50C Spx 40D- -DOBBY
A160B900,BAMM,S31001,HH02,60COM+2/100COM*60COM- -3/1 Z TWILL
A160B901,BAMM,S41001,HH01,60COM*60COM- *96-2/1 Z TWILL
A160B903,BAMMJ,S12001,HH03,60COM*50COM- *102 -3/1 S TWILL
A160B903,BLMM,S12001,HH01,60COM*50COM- *102 -3/1 S TWILL
A160B903,BLMMJ,S12001,HH01,60COM*50COM- *102 -3/1 S TWILL
A160B905,HDDR,C44001,DH01,60K.COM EV+80D(80/72) P*60K.COM+80D(80/72) P- *100-SEAR SUCKER (TOP BEAM)
A160B905,HDDRT,C33001,DH01,60K.COM EV+80D(80/72) P*60K.COM+80D(80/72) P- *100-SEAR SUCKER (TOP BEAM)
A160B921,HMM,S21001,HH02,60COM+40COM*60COM- -SEAR SUCKER(TOP BEAM)-20.04.027
A160B923,BAMM,S12001,HH02,60COM*50COM- *9-2/2 Z TWILL
A160B923,BLMM,S12001,HH01,60COM*50COM- *9-2/2 Z TWILL
A160B924,BAMM,S14001,HH01,60COM*50COM- *96-2/2 HBT
A160B924,BLMM,S14001,HH02,60COM*50COM- *96-2/2 HBT
A160B926,HDDT,C33001,DH01,60K COM M+80D(80/72) P*60K COM M+80D(80/72) P- *98- SEAR SUCKER T/B
A160B926,HDDT,C33001,DH02,60K COM M+80D(80/72) P*60K COM M+80D(80/72) P- -SEAR SUCKER
A160B926,HDDT,C33001,DH03,60K COM M+80D(80/72) P*60K COM M+80D(80/72) P- -SEAR SUCKER
A160B929,BADD,C77001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B929,BADDJ,C77001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B930,BADD,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B930,BADDJ,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B931,BADD,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B931,BADDJ,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B931,HDDT,C55001,DH02,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B934,BADD,C22001,DH03,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P-141*106-168-PLAIN (SEAR SUCKER)-111 $
A160B934,BADD,C22001,DH04,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B934,BADDJ,C22001,DH04,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B934,STICKER,C22001,DH03,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P-141*106-168-PLAIN (SEAR SUCKER)-111 $
A160B944,BADD,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B944,BADDJ,C55001,DH01,60K.COM M+80D(80/72) P*60K.COM M+80D(80/72) P- -PLAIN (SEAR SUCKER)
A160B959,HMD,S31001,HH01,60COM+2/40COM*60K COM M- *82-DOBBY (TOP BEAM-SPOOL)
A160B965,HMMT,S21001,DD01,60COM+75D Lrx*60COM- -DOBBY (TOP BEAM-SPOOL)
A160B966,BAMM,S13001,HH03,60COM*60COM- *112-DOBBY
A160B966,BAMM,S13001,HH04,60COM*60COM- *112-DOBBY
A160B975,BAMMN,C22001,HH01,60COM*60COM- *116-DOBBY
A160B975,BAMMN,C22001,HH02,60COM*60COM- *116-DOBBY
A160B982,HMM,S21001,DH01,60COM+120D Lrx*60COM- *88-PLAIN
A160B982,HMM,S21001,DH02,60COM+120D Lrx*60COM- *88-PLAIN
A160B985,BAMCNW,C24001,HH01,60COM*50COM+50C Spx 40D-221*90-151-DOBBY-145
A160B985,BAMCNW,C24001,HH06,60COM*50COM+50C Spx 40D- *90- -DOBBY
A160B985,BAMCNW,C24001,HH07,60COM*50COM+50C Spx 40D- *90- -DOBBY
A160B985,BLMCNW,C24001,HH02,60COM*50COM+50C Spx 40D- *90- -DOBBY
A160B986,HMMT,S21001,DD01,60COM+75D Lrx*60COM- *88-DOBBY (TOP BEAM-SPOOL)
A160B988,BAMF,S21001,DH01,60COM*80D (75/72/20) P Spx- *90 -PLAIN
A160B988,HMF,S21001,DH01,60COM*80D (75/72/20) P Spx- -PLAIN
A160B992,HMM,W11001,HH01,60COM*50COM- *104-JACQUARD
A160B992,HMM,W11001,HH02,60COM*50COM- *104-JACQUARD
A160B993,HMM,W11001,HH01,60COM*50COM- *104-JACQUARD
A160B993,HMM,W11001,HH02,60COM*50COM- *104-JACQUARD
A160C004,HMM13W,S31001,HH01,60COM+60/2E*60COM- *110-DOBBY (TOP BEAM-SPOOL)
A160C007,HDD13WT,S12001,DH01,60K.COM M*60K.COM M+120D Lrx- *101- -DOBBY (FIL-COUPE)-384.280.001
A160C014,HMMN,S15001,HH01,60COM*60COM- *124-JACQUARD
A160C015,BAMMN,W11001,HH01,60COM*60COM- *124-JACQUARD
A160C015,BAMMN,W11001,HH02,60COM*60COM- *124-JACQUARD
A160C015,HMMN,S15001,HH01,60COM*60COM- *124-JACQUARD
A160C016,HMMN,S15001,HH01,60COM*60COM- *124-JACQUARD
A160C023,BADDS,S21001,HH01,60K.COM M+40COM*60K.COM M- -SEER SUCKER (TOPBEAM)
A160C048,BAMM,W11001,HH01,60COM*60COM- -2/1 S TWILL
A160C048,BAMM,W11001,HH02,60COM*60COM- -2/1 S TWILL
A160C048,BAMM,W11001,HH03,60COM*60COM- -2/1 S TWILL
A160C054,BAMCN,C33001,NRR01,60COM*60C Spx 20D- *120-4/4 S TWILL
A160C054,BAMCNJ,C33001,NRR01,60COM*60C Spx 20D- *120-4/4 S TWILL
A160C058,BAMCN,S21001,HH01,60COM*50C Spx 20D- *104-3/1 S TWILL
A160C068,BADD,C22001,DH01,6060K.COM.M.MODAL(LENZ)+80D(70/72) P*60K.COM.M.MODAL(LENZ+80D(80/72) P-143*100-167-SEER SUCKER-106 $
A160C068,BADD,C22001,DH14,60K.COM.M.MODAL(LENZ)+80D(70/72) P*60K.COM.M.MODAL(LENZ+80D(80/72) P-143*100-167-SEER SUCKER-106 $
A160C068,BADD,C22001,DH15,60K.COM.M.MODAL(LENZ)+80D(70/72) P*60K.COM.M.MODAL(LENZ)+80D(80/72) P- -SEER SUCKER
A160C068,BADD,C22001,DH16,60K.COM.M.MODAL(LENZ)+80D(70/72) P*60K.COM.M.MODAL(LENZ)+80D(80/72) P- -SEER SUCKER
A160C068,HDD,C22001,DD01,60K COM M+80D(70/72) P*60K COM M+80D(80/72) P- *96- -SEER SUCKER
A160C068,HDD,C22001,DH07,60K COM M+80D(70/72) P*60K COM M+80D(80/72) P- *96- -SEER SUCKER
A160C068,HDD,C22002,DH01,60K COM M+80D(70/72) P*60K COM M+80D(80/72) P- *96- -SEER SUCKER
A160C084,BAMMN,C34001,HH01,60COM*60COM- *112-2/2 S TWILL
A160C099,BADD,C33001,DH01,60K.COM.M.MODAL(LENZ)+80D(80/72) P*60K.COM.M.MODAL(LENZ)+80D(80/72) P - 96- -SEER SUCKER
A160C105,HDDT,C55001,DH01,60K COM T+80D(80/72) P*60K COM T+80D(80/72) P- *98-PLAIN
A160C115,HMMN,C22001,HH01,60COM*60COM- *120-JACQUARD
A160C115,HMMN,C22001,HH02,60COM*60COM- *120-JACQUARD
A160C116,BAMM,W21001,HH01,60COM+30COM*60COM- -SEER SUCKER (TOP BEAM)
A160C116,BAMM,W21001,HH02,60COM+30COM*60COM- -SEER SUCKER (TOP BEAM)
A160C123,BAMM,S11001,HH01,60COM*60COM- *104 -DOBBY-105.10.001
A160C123,BAMM,W11001,RR01,60COM*60COM- *104 -DOBBY-105.10.001
A160C125,BAMM,C44001,HH03,60COM*60COM- -2/2 Z TWILL
A160C125,BAMM,C44001,HH04,60COM*60COM- -2/2 Z TWILL
A160C125,BAMM,C44002,HH02,60COM*60COM- -2/2 Z TWILL
A160C126,HDK13S,S21001,RR01,60K COM EV+40/2RGL*30K V HT- -157.86-DOBBY TOP BEAM SPOOL (DIAMOND EFFECT)
A160C127,BAMCN,C36002,HH01,60COM*50COM+50Spx 40D- *90-188.70-DOBBY
A160C127,BAMCNW,C36002,HH01,60COM*50COM+50Spx 40D- *90-DOBBY
A160C127,BAMCNW,C36002,HH02,60COM*50COM+50Spx 40D- *90-DOBBY
A160C127,BAMCNW,C36002,HH03,60COM*50COM+50Spx 40D- *90-DOBBY
A160C131,BAMMNW,W11001,HH03,60COM*60COM- *130-2/1 S TWILL
A160C131,BAMMNW,W11001,HH04,60COM*60COM- *130-2/1 S TWILL
A160C131,BAMMNW,W11001,HH05,60COM*60COM- *130-2/1 S TWILL
